1574711173,2,-110.69999999999902,-187.1500000000054
1574711174,2,-111.099999999999,-185.8000000000053
1574711175,2,-111.49999999999898,-184.55000000000516
1574711176,2,-111.99999999999895,-183.25000000000503
1574711177,2,-112.54999999999892,-182.05000000000487
1574711178,2,-113.14999999999888,-180.80000000000473
1574711179,2,-113.69999999999885,-179.70000000000454
1574711180,2,-114.24999999999882,-178.5500000000044
1574711181,2,-114.84999999999879,-177.30000000000425
1574711182,2,-115.44999999999875,-176.1000000000041
1574711183,2,-116.14999999999871,-174.90000000000393
1574711184,2,-116.79999999999868,-173.75000000000375
1574711185,2,-117.54999999999863,-172.65000000000356
1574711186,2,-118.34999999999859,-171.65000000000333
1574711187,2,-119.24999999999854,-170.60000000000312
1574711188,2,-120.14999999999849,-169.5500000000029
1574711189,2,-121.04999999999843,-168.55000000000268
1574711190,2,-122.04999999999838,-167.55000000000246
1574711191,2,-122.89999999999833,-166.65000000000225
