1569841761,2,-4.95,-4.95
1569841783,2,-5.449999999999998,-5.1
1569841788,3,-3.850000000000004,-4.600000000000001
1574706992,2,-63.94999999999921,44.74999999999984
1574707017,2,-63.34999999999924,44.99999999999982
1574707022,2,-63.14999999999925,45.499999999999794
1574707024,2,-62.399999999999295,46.199999999999754
1574710594,3,-80.89999999999839,-43.65000000000008
1574710597,2,-80.5999999999984,-43.000000000000114
1574710601,2,-80.09999999999843,-42.800000000000125
1574710603,2,-79.24999999999848,-42.35000000000015
